"Message",Normal,"Embedded manifest in Microsoft.Azure.Mobile.Analytics: Microsoft.Azure.Mobile.Analytics.Properties.Microsoft.Azure.Mobile.Analytics.UWP.rd.xml"
"Message",Normal,"Newtonsoft.Json"
"Message",Normal,"Imported XAML Roots from 1 files:"
"Message",Normal,"D:\Users\v-tuchen\UWPTest\UWPPush\MobileCenterUWPTest\obj\ARM\Release\ilc\in\MobileCenterUWPTest.xr.xml"
"Message",Normal,"Running 'Mcg' transform, heap at 195 MB."
"Message",High,"Computing application closure and generating interop code"
"Message",Normal,"  List of .lib files:"
"Message",Normal,"      WindowsApp.lib"
"Message",Normal,"  List of .lib search paths:"
"Message",Normal,"      D:\Program Files (x86)\Windows Kits\10\lib\10.0.15063.0\um\arm"
"Message",Normal,"  Loading exports from libs..."
"Message",Normal,"      2866 exports read from 'D:\Program Files (x86)\Windows Kits\10\lib\10.0.15063.0\um\arm\WindowsApp.lib'."
"Message",High,"  Loading 92 modules..."
"Message",Normal,"          P/Invoke 'sqlite3_close' resolved to 'e_sqlite3!sqlite3_close' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_close_v2' resolved to 'e_sqlite3!sqlite3_close_v2' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_enable_shared_cache' resolved to 'e_sqlite3!sqlite3_enable_shared_cache' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_interrupt' resolved to 'e_sqlite3!sqlite3_interrupt' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_finalize' resolved to 'e_sqlite3!sqlite3_finalize' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_reset' resolved to 'e_sqlite3!sqlite3_reset' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_clear_bindings' resolved to 'e_sqlite3!sqlite3_clear_bindings' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_stmt_status' resolved to 'e_sqlite3!sqlite3_stmt_status' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_parameter_name' resolved to 'e_sqlite3!sqlite3_bind_parameter_name' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_database_name' resolved to 'e_sqlite3!sqlite3_column_database_name' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_database_name16' resolved to 'e_sqlite3!sqlite3_column_database_name16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_decltype' resolved to 'e_sqlite3!sqlite3_column_decltype' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_decltype16' resolved to 'e_sqlite3!sqlite3_column_decltype16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_name' resolved to 'e_sqlite3!sqlite3_column_name' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_name16' resolved to 'e_sqlite3!sqlite3_column_name16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_origin_name' resolved to 'e_sqlite3!sqlite3_column_origin_name' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_origin_name16' resolved to 'e_sqlite3!sqlite3_column_origin_name16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_table_name' resolved to 'e_sqlite3!sqlite3_column_table_name' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_table_name16' resolved to 'e_sqlite3!sqlite3_column_table_name16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_text' resolved to 'e_sqlite3!sqlite3_column_text' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_text16' resolved to 'e_sqlite3!sqlite3_column_text16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_errmsg' resolved to 'e_sqlite3!sqlite3_errmsg' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_db_readonly' resolved to 'e_sqlite3!sqlite3_db_readonly' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_db_filename' resolved to 'e_sqlite3!sqlite3_db_filename' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_prepare' resolved to 'e_sqlite3!sqlite3_prepare' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_prepare_v2' resolved to 'e_sqlite3!sqlite3_prepare_v2' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_db_status' resolved to 'e_sqlite3!sqlite3_db_status' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_complete' resolved to 'e_sqlite3!sqlite3_complete' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_compileoption_used' resolved to 'e_sqlite3!sqlite3_compileoption_used' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_compileoption_get' resolved to 'e_sqlite3!sqlite3_compileoption_get' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_table_column_metadata' resolved to 'e_sqlite3!sqlite3_table_column_metadata' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_text' resolved to 'e_sqlite3!sqlite3_value_text' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_text16' resolved to 'e_sqlite3!sqlite3_value_text16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_enable_load_extension' resolved to 'e_sqlite3!sqlite3_enable_load_extension' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_load_extension' resolved to 'e_sqlite3!sqlite3_load_extension' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_initialize' resolved to 'e_sqlite3!sqlite3_initialize' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_shutdown' resolved to 'e_sqlite3!sqlite3_shutdown' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_libversion' resolved to 'e_sqlite3!sqlite3_libversion' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_libversion_number' resolved to 'e_sqlite3!sqlite3_libversion_number' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_threadsafe' resolved to 'e_sqlite3!sqlite3_threadsafe' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_sourceid' resolved to 'e_sqlite3!sqlite3_sourceid' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_malloc' resolved to 'e_sqlite3!sqlite3_malloc' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_realloc' resolved to 'e_sqlite3!sqlite3_realloc' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_free' resolved to 'e_sqlite3!sqlite3_free' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_open' resolved to 'e_sqlite3!sqlite3_open' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_open_v2' resolved to 'e_sqlite3!sqlite3_open_v2' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_vfs_find' resolved to 'e_sqlite3!sqlite3_vfs_find' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_open16' resolved to 'e_sqlite3!sqlite3_open16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_last_insert_rowid' resolved to 'e_sqlite3!sqlite3_last_insert_rowid' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_changes' resolved to 'e_sqlite3!sqlite3_changes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_total_changes' resolved to 'e_sqlite3!sqlite3_total_changes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_memory_used' resolved to 'e_sqlite3!sqlite3_memory_used' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_memory_highwater' resolved to 'e_sqlite3!sqlite3_memory_highwater' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_status' resolved to 'e_sqlite3!sqlite3_status' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_busy_timeout' resolved to 'e_sqlite3!sqlite3_busy_timeout' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_blob' resolved to 'e_sqlite3!sqlite3_bind_blob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_zeroblob' resolved to 'e_sqlite3!sqlite3_bind_zeroblob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_double' resolved to 'e_sqlite3!sqlite3_bind_double' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_int' resolved to 'e_sqlite3!sqlite3_bind_int' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_int64' resolved to 'e_sqlite3!sqlite3_bind_int64' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_null' resolved to 'e_sqlite3!sqlite3_bind_null' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_text' resolved to 'e_sqlite3!sqlite3_bind_text' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_parameter_count' resolved to 'e_sqlite3!sqlite3_bind_parameter_count' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_parameter_index' resolved to 'e_sqlite3!sqlite3_bind_parameter_index' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_count' resolved to 'e_sqlite3!sqlite3_column_count' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_data_count' resolved to 'e_sqlite3!sqlite3_data_count' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_step' resolved to 'e_sqlite3!sqlite3_step' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_sql' resolved to 'e_sqlite3!sqlite3_sql' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_double' resolved to 'e_sqlite3!sqlite3_column_double' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_int' resolved to 'e_sqlite3!sqlite3_column_int' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_int64' resolved to 'e_sqlite3!sqlite3_column_int64' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_blob' resolved to 'e_sqlite3!sqlite3_column_blob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_bytes' resolved to 'e_sqlite3!sqlite3_column_bytes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_column_type' resolved to 'e_sqlite3!sqlite3_column_type' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_aggregate_count' resolved to 'e_sqlite3!sqlite3_aggregate_count' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_blob' resolved to 'e_sqlite3!sqlite3_value_blob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_bytes' resolved to 'e_sqlite3!sqlite3_value_bytes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_double' resolved to 'e_sqlite3!sqlite3_value_double' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_int' resolved to 'e_sqlite3!sqlite3_value_int' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_int64' resolved to 'e_sqlite3!sqlite3_value_int64' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_value_type' resolved to 'e_sqlite3!sqlite3_value_type' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_user_data' resolved to 'e_sqlite3!sqlite3_user_data' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_blob' resolved to 'e_sqlite3!sqlite3_result_blob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_double' resolved to 'e_sqlite3!sqlite3_result_double' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_error' resolved to 'e_sqlite3!sqlite3_result_error' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_int' resolved to 'e_sqlite3!sqlite3_result_int' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_int64' resolved to 'e_sqlite3!sqlite3_result_int64' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_null' resolved to 'e_sqlite3!sqlite3_result_null' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_text' resolved to 'e_sqlite3!sqlite3_result_text' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_zeroblob' resolved to 'e_sqlite3!sqlite3_result_zeroblob' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_error_toobig' resolved to 'e_sqlite3!sqlite3_result_error_toobig' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_error_nomem' resolved to 'e_sqlite3!sqlite3_result_error_nomem' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_error_code' resolved to 'e_sqlite3!sqlite3_result_error_code' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_aggregate_context' resolved to 'e_sqlite3!sqlite3_aggregate_context' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_bind_text16' resolved to 'e_sqlite3!sqlite3_bind_text16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_error16' resolved to 'e_sqlite3!sqlite3_result_error16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_result_text16' resolved to 'e_sqlite3!sqlite3_result_text16' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_config' resolved to 'e_sqlite3!sqlite3_config' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_config' resolved to 'e_sqlite3!sqlite3_config' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_config' resolved to 'e_sqlite3!sqlite3_config' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_create_function_v2' resolved to 'e_sqlite3!sqlite3_create_function_v2' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_create_collation' resolved to 'e_sqlite3!sqlite3_create_collation' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_update_hook' resolved to 'e_sqlite3!sqlite3_update_hook' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_commit_hook' resolved to 'e_sqlite3!sqlite3_commit_hook' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_profile' resolved to 'e_sqlite3!sqlite3_profile' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_progress_handler' resolved to 'e_sqlite3!sqlite3_progress_handler' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_trace' resolved to 'e_sqlite3!sqlite3_trace' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_rollback_hook' resolved to 'e_sqlite3!sqlite3_rollback_hook' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_db_handle' resolved to 'e_sqlite3!sqlite3_db_handle' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_next_stmt' resolved to 'e_sqlite3!sqlite3_next_stmt' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_stmt_busy' resolved to 'e_sqlite3!sqlite3_stmt_busy' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_stmt_readonly' resolved to 'e_sqlite3!sqlite3_stmt_readonly' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_exec' resolved to 'e_sqlite3!sqlite3_exec' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_get_autocommit' resolved to 'e_sqlite3!sqlite3_get_autocommit' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_extended_result_codes' resolved to 'e_sqlite3!sqlite3_extended_result_codes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_errcode' resolved to 'e_sqlite3!sqlite3_errcode' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_extended_errcode' resolved to 'e_sqlite3!sqlite3_extended_errcode' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_errstr' resolved to 'e_sqlite3!sqlite3_errstr' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_log' resolved to 'e_sqlite3!sqlite3_log' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_file_control' resolved to 'e_sqlite3!sqlite3_file_control' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_backup_init' resolved to 'e_sqlite3!sqlite3_backup_init' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_backup_step' resolved to 'e_sqlite3!sqlite3_backup_step' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_backup_finish' resolved to 'e_sqlite3!sqlite3_backup_finish' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_backup_remaining' resolved to 'e_sqlite3!sqlite3_backup_remaining' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_backup_pagecount' resolved to 'e_sqlite3!sqlite3_backup_pagecount' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_open' resolved to 'e_sqlite3!sqlite3_blob_open' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_write' resolved to 'e_sqlite3!sqlite3_blob_write' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_read' resolved to 'e_sqlite3!sqlite3_blob_read' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_write' resolved to 'e_sqlite3!sqlite3_blob_write' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_read' resolved to 'e_sqlite3!sqlite3_blob_read' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_bytes' resolved to 'e_sqlite3!sqlite3_blob_bytes' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_blob_close' resolved to 'e_sqlite3!sqlite3_blob_close' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_wal_autocheckpoint' resolved to 'e_sqlite3!sqlite3_wal_autocheckpoint' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_wal_checkpoint' resolved to 'e_sqlite3!sqlite3_wal_checkpoint' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_wal_checkpoint_v2' resolved to 'e_sqlite3!sqlite3_wal_checkpoint_v2' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_set_authorizer' resolved to 'e_sqlite3!sqlite3_set_authorizer' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'sqlite3_win32_set_directory' resolved to 'e_sqlite3!sqlite3_win32_set_directory' from 'e_sqlite3'."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
